StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,CreatedOn,year,month
KARNATAKA,HUBBALLI,UMARKHED,NA,AGRICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT FARMER ID CARD PROBLEM?,2025-02-08T05:13:00,2025,2
KARNATAKA,HUBBALLI,RALEGAON,NA,AGRICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT WHICH VARIETIES ARE SUTAIBLE FOR PIGEON PEA CROP PRODUCTION ?,2025-03-19T17:51:00,2025,3
UTTAR PRADESH,KANPUR,UMARKHED,NA,HORTICULTURE,Others,Others,Market,Farmer asked about nutrient spray for flowering in Orange?,2025-03-08T23:53:00,2025,3
UTTAR PRADESH,MEERUT,MOHADI,NA,HORTICULTURE,Others,Others,Market,Farmer asked about market rate of Sesame?,2025-03-24T14:39:00,2025,3
TELANGANA,KARIMNAGAR,UMARKHED,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked query on Weather,2025-02-14T07:47:00,2025,2
KARNATAKA,MYSURU,PUSAD,NA,AGRICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT MARKET INFORMATION OF SOYBEAN CROP FROM WARDHA MARKET ?,2025-02-23T15:33:00,2025,2
TELANGANA,KARIMNAGAR,PAUNI,NA,HORTICULTURE,Others,Others,Market,Farmer asked about storage method for Turmeric?,2025-03-04T01:47:00,2025,3
TELANGANA,KARIMNAGAR,PUSAD,NA,HORTICULTURE,Others,Others,Market,Farmer asked about post harvest management in turmeric seed storage ?,2025-01-07T17:46:00,2025,1
TELANGANA,KARIMNAGAR,RALEGAON,NA,AGRICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT FARMER ID CARD PROBLEM?,2025-03-03T03:07:00,2025,3
UTTAR PRADESH,LUCKNOW,MOHADI,NA,HORTICULTURE,Others,Others,Plant Protection,Farmer asked about post harvest management in turmeric seed storage ?,2025-03-02T21:22:00,2025,3
KARNATAKA,MYSURU,PUSAD,NA,AGRICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT MARKET RATE OF TURMERIC CROP?,2025-03-07T09:21:00,2025,3
TELANGANA,KARIMNAGAR,MOHADI,NA,HORTICULTURE,Others,Others,Market,Farmer asked about nutrient spray for flowering in Wheat?,2025-01-04T22:50:00,2025,1
KARNATAKA,MYSURU,RALEGAON,NA,HORTICULTURE,Others,Others,Seeds,FAMER ASKED ABOUT How to store turmeric rhizomes?,2025-03-13T23:41:00,2025,3
KARNATAKA,BELAGAVI,SAKOLI,NA,AGRICULTURE,Others,Others,Market,FARMER ASKED ABOUT USE OF NUTRIENT APPLICATION THROUGH SPRAY FOR INCREASING SIZE AND QUALITY OF ONION ?,2025-01-22T14:03:00,2025,1
TELANGANA,WARANGAL,RALEGAON,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about crop insurance for Sesame?,2025-01-12T17:09:00,2025,1
KARNATAKA,HUBBALLI,RALEGAON,NA,AGRICULTURE,Others,Others,Weather,FARMER ASKED ABOUT FARMER ID CARD PROBLEM?,2025-02-17T20:10:00,2025,2
MAHARASHTRA,AKOLA,PAUNI,NA,AGRICULTURE,Others,Others,Plant Protection,Farmer asked about disease management in Onion?,2025-03-16T11:09:00,2025,3
TELANGANA,WARANGAL,UMARKHED,NA,HORTICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT KISAN CREDIT CARD?,2025-01-06T02:58:00,2025,1
MADHYA PRADESH,BHOPAL,MOHADI,NA,HORTICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT MARKET INFORMATION OF SOYBEAN CROP FROM WARDHA MARKET ?,2025-02-20T23:36:00,2025,2
KARNATAKA,MYSURU,UMARKHED,NA,HORTICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-02-22T06:43:00,2025,2
UTTAR PRADESH,MEERUT,MOHADI,NA,HORTICULTURE,Others,Others,Seeds,Farmer asked about storage method for Soybean?,2025-02-23T11:49:00,2025,2
MAHARASHTRA,LATUR,PUSAD,NA,HORTICULTURE,Others,Others,Plant Protection,Farmer asked about disease management in Orange?,2025-02-06T08:08:00,2025,2
TELANGANA,WARANGAL,UMARKHED,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT FERTILIZER DOSE FOR SOYBEAN CROP?,2025-02-19T02:25:00,2025,2
UTTAR PRADESH,MEERUT,PAUNI,NA,AGRICULTURE,Others,Others,Market,Farmer asked about pest control in Tomato?,2025-03-21T02:38:00,2025,3
MAHARASHTRA,NAGPUR,MOHADI,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about weed management in Chilli?,2025-03-23T04:53:00,2025,3
KARNATAKA,HUBBALLI,PAUNI,NA,HORTICULTURE,Others,Others,Market,Farmer asked about weather impact on Chilli?,2025-03-07T14:54:00,2025,3
UTTAR PRADESH,MEERUT,RALEGAON,NA,AGRICULTURE,Others,Others,Weather,Farmer asked about post harvest management in turmeric seed storage ?,2025-01-27T05:31:00,2025,1
UTTAR PRADESH,LUCKNOW,PUSAD,NA,HORTICULTURE,Others,Others,Market,Farmer asked query on Weather,2025-03-24T08:03:00,2025,3
MADHYA PRADESH,UJJAIN,MOHADI,NA,HORTICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT MARKET RATE OF TUR IN LATUR MARKET?,2025-02-16T09:46:00,2025,2
MADHYA PRADESH,UJJAIN,SAKOLI,NA,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about suitable variety for Chilli?,2025-03-04T21:23:00,2025,3
UTTAR PRADESH,LUCKNOW,PUSAD,NA,AGRICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT WHICH VARIETIES ARE SUTAIBLE FOR PIGEON PEA CROP PRODUCTION ?,2025-01-17T00:59:00,2025,1
UTTAR PRADESH,KANPUR,UMARKHED,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about crop insurance for Green gram?,2025-03-04T15:53:00,2025,3
TELANGANA,KARIMNAGAR,MOHADI,NA,HORTICULTURE,Others,Others,Government Schemes,Farmer asked about suitable variety for Groundnut?,2025-02-07T02:20:00,2025,2
MADHYA PRADESH,INDORE,UMARKHED,NA,HORTICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT DRIP IRRIGATION SCHEMES ?,2025-02-14T05:42:00,2025,2
MADHYA PRADESH,INDORE,UMARKHED,NA,AGRICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-01-08T10:41:00,2025,1
UTTAR PRADESH,KANPUR,UMARKHED,NA,HORTICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT MARKET RATE OF TURMERIC CROP?,2025-01-30T03:59:00,2025,1
MAHARASHTRA,NAGPUR,MOHADI,NA,AGRICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT MARKET INFORMATION OF SOYBEAN CROP FROM WARDHA MARKET ?,2025-02-16T09:05:00,2025,2
UTTAR PRADESH,LUCKNOW,MOHADI,NA,AGRICULTURE,Others,Others,Plant Protection,Farmer asked about irrigation schedule for Green gram?,2025-03-05T10:37:00,2025,3
KARNATAKA,HUBBALLI,PUSAD,NA,AGRICULTURE,Others,Others,Nutrient Management,Farmer asked about post harvest management in turmeric seed storage ?,2025-03-19T14:37:00,2025,3
MAHARASHTRA,WARDHA,RALEGAON,NA,AGRICULTURE,Others,Others,Market,Farmer asked about market rate of Green gram?,2025-03-24T01:21:00,2025,3
TELANGANA,KARIMNAGAR,RALEGAON,NA,HORTICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT DRIP IRRIGATION SCHEMES ?,2025-01-24T18:06:00,2025,1
MAHARASHTRA,LATUR,MOHADI,NA,AGRICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT FARMER ID CARD PROBLEM?,2025-01-13T22:58:00,2025,1
UTTAR PRADESH,KANPUR,UMARKHED,NA,HORTICULTURE,Others,Others,Weather,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-03-17T02:50:00,2025,3
TELANGANA,KARIMNAGAR,SAKOLI,NA,HORTICULTURE,Others,Others,Government Schemes,Farmer asked about post harvest management in turmeric seed storage ?,2025-01-10T18:18:00,2025,1
TELANGANA,KARIMNAGAR,PUSAD,NA,AGRICULTURE,Others,Others,Weather,Farmer asked about weed management in Orange?,2025-01-31T04:59:00,2025,1
KARNATAKA,MYSURU,MOHADI,NA,HORTICULTURE,Others,Others,Market,FARMER ASKED ABOUT WHICH VARIETIES ARE SUTAIBLE FOR PIGEON PEA CROP PRODUCTION ?,2025-02-25T11:35:00,2025,2
UTTAR PRADESH,KANPUR,SAKOLI,NA,HORTICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-03-11T11:43:00,2025,3
MAHARASHTRA,AKOLA,RALEGAON,NA,HORTICULTURE,Others,Others,Nutrient Management,Farmer asked about weed management in Soybean?,2025-02-13T05:05:00,2025,2
MADHYA PRADESH,INDORE,PAUNI,NA,HORTICULTURE,Others,Others,Market,Farmer asked about weed management in Watermelon?,2025-01-23T18:54:00,2025,1
TELANGANA,KARIMNAGAR,PUSAD,NA,HORTICULTURE,Others,Others,Market,Farmer asked about weed management in Cotton?,2025-03-08T07:26:00,2025,3
UTTAR PRADESH,KANPUR,PAUNI,NA,HORTICULTURE,Others,Others,Market,Farmer asked about weed management in Green gram?,2025-02-22T09:12:00,2025,2
MADHYA PRADESH,INDORE,SAKOLI,NA,AGRICULTURE,Others,Others,Weather,Farmer asked about pest control in Chilli?,2025-03-10T14:47:00,2025,3
UTTAR PRADESH,LUCKNOW,PAUNI,NA,HORTICULTURE,Others,Others,Weather,FARMER ASKED ABOUT MARKET RATE OF GREEN GRAM IN PUSAD MARKET ?,2025-03-24T14:25:00,2025,3
MADHYA PRADESH,INDORE,UMARKHED,NA,AGRICULTURE,Others,Others,Weather,Farmer asked about suitable variety for Turmeric?,2025-03-01T10:49:00,2025,3
UTTAR PRADESH,LUCKNOW,MOHADI,NA,HORTICULTURE,Others,Others,Nutrient Management,Farmer asked about pest control in Maize?,2025-03-11T23:47:00,2025,3
KARNATAKA,BELAGAVI,RALEGAON,NA,HORTICULTURE,Others,Others,Weather,Farmer asked query on Weather,2025-02-04T12:57:00,2025,2
TELANGANA,WARANGAL,PUSAD,NA,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about crop insurance for Soybean?,2025-02-26T17:59:00,2025,2
UTTAR PRADESH,KANPUR,PUSAD,NA,HORTICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT MARKET RATE OF GREEN GRAM IN PUSAD MARKET ?,2025-02-09T10:54:00,2025,2
MAHARASHTRA,YAVATMAL,PUSAD,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT DRIP IRRIGATION SCHEMES ?,2025-01-10T16:05:00,2025,1
MADHYA PRADESH,UJJAIN,SAKOLI,NA,AGRICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT MARKET RATE OF BENGAL GRAM?,2025-02-20T07:38:00,2025,2
KARNATAKA,HUBBALLI,SAKOLI,NA,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about disease management in Tomato?,2025-02-25T15:06:00,2025,2
TELANGANA,WARANGAL,RALEGAON,NA,HORTICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-03-10T12:06:00,2025,3
MAHARASHTRA,LATUR,MOHADI,NA,HORTICULTURE,Others,Others,Market,FARMER ASKED ABOUT MARKET INFORMATION OF SOYBEAN CROP FROM WARDHA MARKET ?,2025-03-06T18:15:00,2025,3
MADHYA PRADESH,UJJAIN,UMARKHED,NA,HORTICULTURE,Others,Others,Government Schemes,Farmer asked about fertilizer dose for Pigeon pea?,2025-01-17T04:01:00,2025,1
UTTAR PRADESH,LUCKNOW,RALEGAON,NA,HORTICULTURE,Others,Others,Plant Protection,Farmer asked about government subsidy for Sesame?,2025-01-16T09:33:00,2025,1
KARNATAKA,BELAGAVI,PAUNI,NA,HORTICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT MARKET INFORMATION OF SOYBEAN CROP FROM WARDHA MARKET ?,2025-03-22T11:45:00,2025,3
TELANGANA,WARANGAL,PUSAD,NA,HORTICULTURE,Others,Others,Plant Protection,Farmer asked about weather impact on Turmeric?,2025-01-01T04:38:00,2025,1
KARNATAKA,MYSURU,SAKOLI,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about fertilizer dose for Turmeric?,2025-02-04T04:11:00,2025,2
UTTAR PRADESH,KANPUR,RALEGAON,NA,AGRICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT FERTILIZER DOSE FOR SOYBEAN CROP?,2025-01-01T13:49:00,2025,1
KARNATAKA,HUBBALLI,PUSAD,NA,HORTICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT HARVESTIN TIME OF GROUNDNUT?,2025-01-22T07:46:00,2025,1
TELANGANA,KARIMNAGAR,PAUNI,NA,HORTICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-03-13T09:14:00,2025,3
TELANGANA,KARIMNAGAR,MOHADI,NA,HORTICULTURE,Others,Others,Weather,FARMER ASKED ABOUT KISAN CREDIT CARD?,2025-03-04T11:38:00,2025,3
TELANGANA,KARIMNAGAR,SAKOLI,NA,AGRICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT MARKET RATE OF BENGAL GRAM?,2025-03-10T02:42:00,2025,3
UTTAR PRADESH,MEERUT,PAUNI,NA,HORTICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT PRADHANMANTRI FASAL BIMA YOJANA HELPLINE NUMBER?,2025-01-06T06:46:00,2025,1
UTTAR PRADESH,LUCKNOW,MOHADI,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about disease management in Maize?,2025-02-12T20:40:00,2025,2
KARNATAKA,MYSURU,UMARKHED,NA,HORTICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT FERTILIZER DOSE FOR SOYBEAN CROP?,2025-01-04T10:09:00,2025,1
KARNATAKA,BELAGAVI,PAUNI,NA,HORTICULTURE,Others,Others,Plant Protection,Farmer asked about weather impact on Onion?,2025-02-23T08:21:00,2025,2
TELANGANA,KARIMNAGAR,PAUNI,NA,HORTICULTURE,Others,Others,Nutrient Management,Farmer asked about storage method for Orange?,2025-02-12T20:30:00,2025,2
MAHARASHTRA,NAGPUR,SAKOLI,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about disease management in Tomato?,2025-02-20T05:43:00,2025,2
MADHYA PRADESH,INDORE,MOHADI,NA,AGRICULTURE,Others,Others,Market,Farmer asked query on Weather,2025-02-18T23:51:00,2025,2
UTTAR PRADESH,LUCKNOW,MOHADI,NA,AGRICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT KISAN CREDIT CARD?,2025-02-16T20:33:00,2025,2
MAHARASHTRA,NAGPUR,MOHADI,NA,HORTICULTURE,Others,Others,Plant Protection,Farmer asked about government subsidy for Wheat?,2025-02-06T22:16:00,2025,2
TELANGANA,KARIMNAGAR,PUSAD,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about nutrient spray for flowering in Watermelon?,2025-01-15T13:41:00,2025,1
KARNATAKA,HUBBALLI,SAKOLI,NA,HORTICULTURE,Others,Others,Market,FARMER ASKED ABOUT MARKET RATE OF TUR IN LATUR MARKET?,2025-03-11T05:27:00,2025,3
MAHARASHTRA,AKOLA,RALEGAON,NA,AGRICULTURE,Others,Others,Nutrient Management,Farmer asked about irrigation schedule for Bengal gram?,2025-03-20T00:07:00,2025,3
UTTAR PRADESH,LUCKNOW,PUSAD,NA,HORTICULTURE,Others,Others,Seeds,FAMER ASKED ABOUT How to store turmeric rhizomes?,2025-03-03T17:46:00,2025,3
MAHARASHTRA,YAVATMAL,MOHADI,NA,HORTICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT WHICH VARIETIES ARE SUTAIBLE FOR PIGEON PEA CROP PRODUCTION ?,2025-01-06T02:56:00,2025,1
MADHYA PRADESH,BHOPAL,PUSAD,NA,AGRICULTURE,Others,Others,Weather,Farmer asked about market rate of Onion?,2025-02-23T03:30:00,2025,2
KARNATAKA,BELAGAVI,PAUNI,NA,HORTICULTURE,Others,Others,Plant Protection,Farmer asked about suitable variety for Tomato?,2025-01-09T11:54:00,2025,1
KARNATAKA,HUBBALLI,PAUNI,NA,HORTICULTURE,Others,Others,Weather,FARMER ASKED ABOUT DRIP IRRIGATION SCHEMES ?,2025-03-11T23:13:00,2025,3
TELANGANA,WARANGAL,MOHADI,NA,AGRICULTURE,Others,Others,Market,FARMER ASKED ABOUT FERTILIZER DOSE FOR SOYBEAN CROP?,2025-02-23T14:16:00,2025,2
UTTAR PRADESH,LUCKNOW,PUSAD,NA,AGRICULTURE,Others,Others,Weather,Farmer asked about suitable variety for Cotton?,2025-01-21T14:19:00,2025,1
MAHARASHTRA,AKOLA,PUSAD,NA,AGRICULTURE,Others,Others,Weather,FARMER ASKED ABOUT CONTROL OF BLIGHT ATTACK ON PADDY CROP ?,2025-01-09T12:09:00,2025,1
UTTAR PRADESH,LUCKNOW,MOHADI,NA,AGRICULTURE,Others,Others,Nutrient Management,Farmer asked about market rate of Green gram?,2025-02-20T14:09:00,2025,2
KARNATAKA,MYSURU,PAUNI,NA,HORTICULTURE,Others,Others,Seeds,Farmer asked query on Weather,2025-03-04T01:01:00,2025,3
TELANGANA,KARIMNAGAR,PAUNI,NA,HORTICULTURE,Others,Others,Plant Protection,Farmer asked query on Weather,2025-02-21T05:38:00,2025,2
KARNATAKA,HUBBALLI,UMARKHED,NA,AGRICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT HARVESTIN TIME OF GROUNDNUT?,2025-03-05T05:56:00,2025,3
MADHYA PRADESH,INDORE,PUSAD,NA,AGRICULTURE,Others,Others,Weather,Farmer asked about weather impact on Bengal gram?,2025-03-10T13:31:00,2025,3
MAHARASHTRA,NAGPUR,MOHADI,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about irrigation schedule for Orange?,2025-02-15T23:28:00,2025,2
UTTAR PRADESH,MEERUT,SAKOLI,NA,HORTICULTURE,Others,Others,Weather,Farmer asked query on Weather,2025-03-03T20:42:00,2025,3
KARNATAKA,HUBBALLI,PUSAD,NA,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about crop insurance for Turmeric?,2025-01-30T13:41:00,2025,1
MAHARASHTRA,WARDHA,SAKOLI,NA,HORTICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT MARKET RATE OF TURMERIC CROP?,2025-02-02T04:09:00,2025,2
UTTAR PRADESH,MEERUT,SAKOLI,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about market rate of Sugarcane?,2025-03-23T01:13:00,2025,3
UTTAR PRADESH,MEERUT,UMARKHED,NA,HORTICULTURE,Others,Others,Market,FARMER ASKED ABOUT FARMER ID CARD PROBLEM?,2025-02-12T20:07:00,2025,2
KARNATAKA,HUBBALLI,UMARKHED,NA,AGRICULTURE,Others,Others,Seeds,"FARMER ASKED ABOUT SPRAY FOR CONTROL OF APHIDS, JASSIDS, THRIPS, WHITEFLY ATTACK ON CROP ?",2025-02-15T22:18:00,2025,2
MAHARASHTRA,WARDHA,PUSAD,NA,AGRICULTURE,Others,Others,Market,Farmer asked about pest control in Tomato?,2025-03-12T12:42:00,2025,3
UTTAR PRADESH,MEERUT,SAKOLI,NA,AGRICULTURE,Others,Others,Weather,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-02-06T15:40:00,2025,2
MADHYA PRADESH,INDORE,MOHADI,NA,AGRICULTURE,Others,Others,Nutrient Management,Farmer asked about sowing time of Tomato?,2025-03-02T11:04:00,2025,3
MAHARASHTRA,AKOLA,PUSAD,NA,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about post harvest management in turmeric seed storage ?,2025-03-15T03:04:00,2025,3
MAHARASHTRA,YAVATMAL,SAKOLI,NA,AGRICULTURE,Others,Others,Market,Farmer asked about weed management in Soybean?,2025-01-02T10:16:00,2025,1
KARNATAKA,BELAGAVI,PAUNI,NA,HORTICULTURE,Others,Others,Market,Farmer asked about weather impact on Groundnut?,2025-03-03T15:26:00,2025,3
MAHARASHTRA,LATUR,PUSAD,NA,HORTICULTURE,Others,Others,Market,"FARMER ASKED ABOUT SPRAY FOR CONTROL OF APHIDS, JASSIDS, THRIPS, WHITEFLY ATTACK ON CROP ?",2025-01-12T06:10:00,2025,1
TELANGANA,WARANGAL,MOHADI,NA,HORTICULTURE,Others,Others,Weather,"FARMER ASKED ABOUT SPRAY FOR CONTROL OF APHIDS, JASSIDS, THRIPS, WHITEFLY ATTACK ON CROP ?",2025-02-15T19:56:00,2025,2
MAHARASHTRA,NAGPUR,PAUNI,NA,HORTICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT AGRISTACK HELPLINE NUMBER ?,2025-03-23T16:00:00,2025,3
MADHYA PRADESH,BHOPAL,SAKOLI,NA,HORTICULTURE,Others,Others,Plant Protection,Farmer asked about weed management in Groundnut?,2025-03-22T17:23:00,2025,3
MADHYA PRADESH,UJJAIN,SAKOLI,NA,HORTICULTURE,Others,Others,Seeds,Farmer asked about crop insurance for Bengal gram?,2025-03-11T16:45:00,2025,3
UTTAR PRADESH,KANPUR,UMARKHED,NA,AGRICULTURE,Others,Others,Plant Protection,Farmer asked about sowing time of Bengal gram?,2025-02-03T00:26:00,2025,2
UTTAR PRADESH,KANPUR,SAKOLI,NA,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about disease management in Green gram?,2025-02-15T07:13:00,2025,2
TELANGANA,WARANGAL,MOHADI,NA,HORTICULTURE,Others,Others,Market,FARMER ASKED ABOUT HARVESTIN TIME OF GROUNDNUT?,2025-02-07T20:03:00,2025,2
MAHARASHTRA,YAVATMAL,MOHADI,NA,AGRICULTURE,Others,Others,Market,FARMER ASKED ABOUT MARKET RATE OF TUR IN LATUR MARKET?,2025-02-04T09:36:00,2025,2
MADHYA PRADESH,UJJAIN,RALEGAON,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about pest control in Groundnut?,2025-03-02T14:40:00,2025,3
MADHYA PRADESH,INDORE,MOHADI,NA,AGRICULTURE,Others,Others,Government Schemes,"FARMER ASKED ABOUT SPRAY FOR CONTROL OF APHIDS, JASSIDS, THRIPS, WHITEFLY ATTACK ON CROP ?",2025-02-24T20:27:00,2025,2
TELANGANA,KARIMNAGAR,PUSAD,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about sowing time of Pigeon pea?,2025-01-21T03:47:00,2025,1
MAHARASHTRA,LATUR,MOHADI,NA,AGRICULTURE,Others,Others,Weather,FARMER ASKED ABOUT MARKET RATE OF BENGAL GRAM?,2025-03-22T20:23:00,2025,3
TELANGANA,WARANGAL,PUSAD,NA,HORTICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT SOWING TIME TURMERIC CROP?,2025-03-18T04:43:00,2025,3
TELANGANA,KARIMNAGAR,UMARKHED,NA,HORTICULTURE,Others,Others,Market,Farmer asked about suitable variety for Groundnut?,2025-01-08T21:22:00,2025,1
UTTAR PRADESH,MEERUT,MOHADI,NA,HORTICULTURE,Others,Others,Government Schemes,Farmer asked about sowing time of Green gram?,2025-01-18T11:26:00,2025,1
UTTAR PRADESH,LUCKNOW,PUSAD,NA,HORTICULTURE,Others,Others,Market,Farmer asked about storage method for Wheat?,2025-01-03T22:21:00,2025,1
TELANGANA,KARIMNAGAR,PAUNI,NA,HORTICULTURE,Others,Others,Seeds,Farmer asked about weed management in Tomato?,2025-01-24T07:55:00,2025,1
KARNATAKA,HUBBALLI,SAKOLI,NA,HORTICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-03-09T10:26:00,2025,3
UTTAR PRADESH,MEERUT,PUSAD,NA,HORTICULTURE,Others,Others,Seeds,Farmer asked about irrigation schedule for Maize?,2025-03-24T11:57:00,2025,3
UTTAR PRADESH,LUCKNOW,PUSAD,NA,HORTICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-01-03T14:27:00,2025,1
KARNATAKA,HUBBALLI,RALEGAON,NA,HORTICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT MARKET RATE OF TURMERIC CROP?,2025-01-27T08:15:00,2025,1
MAHARASHTRA,LATUR,UMARKHED,NA,HORTICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT MARKET RATE OF TURMERIC CROP?,2025-01-02T05:15:00,2025,1
MAHARASHTRA,LATUR,RALEGAON,NA,AGRICULTURE,Others,Others,Market,FAMER ASKED ABOUT How to store turmeric rhizomes?,2025-01-06T19:49:00,2025,1
KARNATAKA,MYSURU,PUSAD,NA,AGRICULTURE,Others,Others,Weather,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-01-28T19:01:00,2025,1
TELANGANA,WARANGAL,SAKOLI,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT FERTILIZER DOSE FOR SOYBEAN CROP?,2025-03-21T22:58:00,2025,3
MADHYA PRADESH,BHOPAL,UMARKHED,NA,HORTICULTURE,Others,Others,Plant Protection,Farmer asked about sowing time of Onion?,2025-03-18T22:24:00,2025,3
TELANGANA,WARANGAL,MOHADI,NA,HORTICULTURE,Others,Others,Market,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-03-16T07:47:00,2025,3
MAHARASHTRA,YAVATMAL,SAKOLI,NA,AGRICULTURE,Others,Others,Nutrient Management,Farmer asked about government subsidy for Groundnut?,2025-01-13T02:42:00,2025,1
UTTAR PRADESH,LUCKNOW,PUSAD,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about disease management in Turmeric?,2025-01-06T14:14:00,2025,1
TELANGANA,KARIMNAGAR,PAUNI,NA,AGRICULTURE,Others,Others,Weather,Farmer asked about disease management in Wheat?,2025-03-24T17:36:00,2025,3
KARNATAKA,HUBBALLI,PUSAD,NA,AGRICULTURE,Others,Others,Market,Farmer asked about pest control in Chilli?,2025-01-21T05:04:00,2025,1
TELANGANA,WARANGAL,PUSAD,NA,HORTICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-01-13T21:11:00,2025,1
UTTAR PRADESH,LUCKNOW,RALEGAON,NA,HORTICULTURE,Others,Others,Market,FARMER ASKED ABOUT KISAN CREDIT CARD?,2025-01-30T07:21:00,2025,1
UTTAR PRADESH,KANPUR,PAUNI,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about government subsidy for Groundnut?,2025-03-23T07:35:00,2025,3
MADHYA PRADESH,UJJAIN,PAUNI,NA,HORTICULTURE,Others,Others,Nutrient Management,Farmer asked about suitable variety for Rice?,2025-02-25T09:55:00,2025,2
MADHYA PRADESH,INDORE,PAUNI,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about market rate of Turmeric?,2025-01-30T05:39:00,2025,1
MADHYA PRADESH,BHOPAL,PUSAD,NA,HORTICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-02-09T22:36:00,2025,2
